,fov,cell_ID,cell,x_local_px,y_local_px,x_global_px,y_global_px,z,target,CellComp
33415629,60,0,c_1_60_0,3071,1000,54541.5440194696,7512.07125203685,1,PRSS1,
33415630,60,0,c_1_60_0,3088,1000,54558.5432019617,7512.07125203685,2,GRK2,
33415631,60,0,c_1_60_0,3085,1001,54555.5421802391,7511.07124182612,1,CPB1,
33415632,60,0,c_1_60_0,3085,1001,54555.5421802391,7511.07124182612,2,CPB1,
33415633,60,0,c_1_60_0,3084,1002,54554.5431611187,7510.07123161538,4,RPS18,
33415634,60,0,c_1_60_0,3088,1002,54558.5432019617,7510.07123161538,1,PRSS1,
33415635,60,0,c_1_60_0,3080,1003,54550.5431202758,7509.07122140465,5,CCNG2,
33415636,60,0,c_1_60_0,3082,1004,54552.545122878,7508.07121119391,1,LACTB2,
33415637,60,0,c_1_60_0,3082,1004,54552.545122878,7508.07121119391,2,LACTB2,
33415638,60,0,c_1_60_0,3084,1004,54554.5431611187,7508.07121119391,4,RPS18,
33415639,60,0,c_1_60_0,3084,1005,54554.5431611187,7507.07120098318,2,FKBP4,
33415640,60,0,c_1_60_0,3087,1005,54557.5441828413,7507.07120098318,2,RPL18,
33415641,60,0,c_1_60_0,3084,1006,54554.5431611187,7506.07119077245,1,FKBP4,
33415642,60,0,c_1_60_0,3087,1006,54557.5441828413,7506.07119077245,1,RPL18,
33415643,60,0,c_1_60_0,3086,1009,54556.545163721,7503.07116014024,2,RAB35,
33415644,60,0,c_1_60_0,3090,1009,54560.5452045639,7503.07116014024,3,WNT10A,
33415645,60,0,c_1_60_0,3081,1010,54551.5421393961,7502.07114992951,4,KRBA2,
33415646,60,0,c_1_60_0,3080,1011,54550.5431202758,7501.07113971878,1,TCEANC2,
33415647,60,0,c_1_60_0,3081,1011,54551.5421393961,7501.07113971878,0,TCEANC2,
33415648,60,0,c_1_60_0,3087,1013,54557.5441828413,7499.07111929731,2,SCAND1,
33415649,60,0,c_1_60_0,3095,1013,54565.5442645272,7499.07111929731,4,RNF170,
33415650,60,0,c_1_60_0,3080,1015,54550.5431202758,7497.07109887584,3,VEGFD,
33415651,60,0,c_1_60_0,3081,1016,54551.5421393961,7496.07108866511,1,RPS6,
33415652,60,0,c_1_60_0,3081,1016,54551.5421393961,7496.07108866511,2,RPS6,
33415653,60,0,c_1_60_0,3081,1018,54551.5421393961,7494.07106824364,0,SLAIN1,
33415654,60,0,c_1_60_0,3081,1018,54551.5421393961,7494.07106824364,1,SLAIN1,
33415655,60,0,c_1_60_0,3090,1018,54560.5452045639,7494.07106824364,2,CPB1,
33415656,60,0,c_1_60_0,3097,1020,54567.5423027679,7492.07154336737,4,AMY1C,
33415657,60,0,c_1_60_0,3098,1022,54568.5452862498,7490.0715229459,6,PRSS1,
33415658,60,0,c_1_60_0,3098,1022,54568.5452862498,7490.0715229459,5,SNORC,
33415659,60,0,c_1_60_0,3095,1023,54565.5442645272,7489.07151273517,4,CELA3B,
33415660,60,0,c_1_60_0,3094,1024,54564.5452454069,7488.07150252443,3,CELA3B,
33415661,60,0,c_1_60_0,3097,1024,54567.5423027679,7488.07150252443,6,PRSS3,
33415662,60,0,c_1_60_0,3099,1026,54569.5443053701,7486.07148210296,5,CPAMD8,
33415663,60,0,c_1_60_0,3089,1027,54559.542221082,7485.07147189223,7,RSPH3,
33415664,60,0,c_1_60_0,3093,1027,54563.5422619249,7485.07147189223,3,CPA1,
33415665,60,0,c_1_60_0,3098,1027,54568.5452862498,7485.07147189223,6,SEMA4B,
33415666,60,0,c_1_60_0,3098,1028,54568.5452862498,7484.0714616815,6,PPP1CA,
33415667,60,0,c_1_60_0,3091,1029,54561.5442236843,7483.07145147076,3,CPAMD8,
33415668,60,0,c_1_60_0,3093,1029,54563.5422619249,7483.07145147076,2,VIM,
33415669,60,0,c_1_60_0,3097,1029,54567.5423027679,7483.07145147076,7,PPP1CA,
33415670,60,0,c_1_60_0,3081,1032,54551.5421393961,7480.07142083856,2,RSL1D1,
33415671,60,0,c_1_60_0,3096,1032,54566.5432836475,7480.07142083856,3,CLPS,
33415672,60,0,c_1_60_0,3096,1032,54566.5432836475,7480.07142083856,4,CLPS,
33415673,60,0,c_1_60_0,3097,1032,54567.5423027679,7480.07142083856,5,MLLT11,
33415674,60,0,c_1_60_0,3081,1033,54551.5421393961,7479.07141062783,3,SLC39A14,
33415675,60,0,c_1_60_0,3083,1033,54553.5441419984,7479.07141062783,0,CELA3A,
33415676,60,0,c_1_60_0,3086,1033,54556.545163721,7479.07141062783,4,MYL9,
33415677,60,0,c_1_60_0,3086,1033,54556.545163721,7479.07141062783,0,TNFRSF13C,
33415678,60,0,c_1_60_0,3086,1033,54556.545163721,7479.07141062783,1,TNFRSF13C,
33415679,60,0,c_1_60_0,3088,1033,54558.5432019617,7479.07141062783,7,CCDC187,
33415680,60,0,c_1_60_0,3089,1033,54559.542221082,7479.07141062783,2,TMPRSS11E,
33415681,60,0,c_1_60_0,3093,1033,54563.5422619249,7479.07141062783,2,CTRB1,
33415682,60,0,c_1_60_0,3097,1033,54567.5423027679,7479.07141062783,6,MLLT11,
33415683,60,0,c_1_60_0,3097,1033,54567.5423027679,7479.07141062783,7,MLLT11,
33415684,60,0,c_1_60_0,3086,1034,54556.545163721,7478.07140041709,3,MYL9,
33415685,60,0,c_1_60_0,3088,1034,54558.5432019617,7478.07140041709,1,CPA1,
33415686,60,0,c_1_60_0,3088,1035,54558.5432019617,7477.07139020636,1,CPA1,
33415687,60,0,c_1_60_0,3088,1035,54558.5432019617,7477.07139020636,0,CTRB1,
33415688,60,0,c_1_60_0,3092,1035,54562.5432428046,7477.07139020636,0,CPAMD8,
33415689,60,0,c_1_60_0,3097,1035,54567.5423027679,7477.07139020636,6,PLA2G1B,
33415690,60,0,c_1_60_0,3089,1036,54559.542221082,7476.07137999562,1,CTRB1,
33415691,60,0,c_1_60_0,3092,1036,54562.5432428046,7476.07137999562,2,RPLP0,
33415692,60,0,c_1_60_0,3086,1037,54556.545163721,7475.07136978489,5,EPC2,
33415693,60,0,c_1_60_0,3095,1037,54565.5442645272,7475.07136978489,4,CELA3B,
33415694,60,0,c_1_60_0,3096,1037,54566.5432836475,7475.07136978489,1,CLPS,
33415695,60,0,c_1_60_0,3082,1038,54552.545122878,7474.07135957416,6,MTO1,
33415696,60,0,c_1_60_0,3083,1038,54553.5441419984,7474.07135957416,7,MTO1,
33415697,60,0,c_1_60_0,3093,1038,54563.5422619249,7474.07135957416,0,HLA-C,
33415698,60,0,c_1_60_0,3098,1038,54568.5452862498,7474.07135957416,0,C8orf82,
33415699,60,0,c_1_60_0,3088,1039,54558.5432019617,7473.07134936342,1,C8orf82,
33415700,60,0,c_1_60_0,3095,1039,54565.5442645272,7473.07134936342,2,CELA3A,
33415701,60,0,c_1_60_0,3096,1039,54566.5432836475,7473.07134936342,1,CPA1,
33415702,60,0,c_1_60_0,3096,1039,54566.5432836475,7473.07134936342,3,CELA3A,
33415703,60,0,c_1_60_0,3092,1040,54562.5432428046,7472.07133915269,2,CLPS,
33415704,60,0,c_1_60_0,3086,1041,54556.545163721,7471.07132894195,4,ATOX1,
33415705,60,0,c_1_60_0,3087,1041,54557.5441828413,7471.07132894195,3,ATOX1,
33415706,60,0,c_1_60_0,3097,1041,54567.5423027679,7471.07132894195,5,SERPINB1,
33415707,60,0,c_1_60_0,3098,1041,54568.5452862498,7471.07132894195,0,CELA3A,
33415708,60,0,c_1_60_0,3099,1041,54569.5443053701,7471.07132894195,6,CELA3B,
33415709,60,0,c_1_60_0,3099,1041,54569.5443053701,7471.07132894195,5,CELA3B,
33415710,60,0,c_1_60_0,3092,1042,54562.5432428046,7470.07131873122,1,PRSS1,
33415711,60,0,c_1_60_0,3097,1042,54567.5423027679,7470.07131873122,7,RHOC,
33415712,60,0,c_1_60_0,3097,1042,54567.5423027679,7470.07131873122,0,CELA3A,
33415713,60,0,c_1_60_0,3092,1044,54562.5432428046,7468.07129830975,2,LZTR1,
33415714,60,0,c_1_60_0,3092,1044,54562.5432428046,7468.07129830975,1,LZTR1,
33415715,60,0,c_1_60_0,3096,1045,54566.5432836475,7467.07128809902,1,MRGPRD,
33415716,60,0,c_1_60_0,3093,1046,54563.5422619249,7466.07127788828,0,PLA2G1B,
33415717,60,0,c_1_60_0,3098,1046,54568.5452862498,7466.07127788828,4,CPAMD8,
33415718,60,0,c_1_60_0,3095,1047,54565.5442645272,7465.07126767755,1,CPAMD8,
33415719,60,0,c_1_60_0,3098,1049,54568.5452862498,7463.07124725608,1,SLFN12,
33415720,60,0,c_1_60_0,3099,1049,54569.5443053701,7463.07124725608,3,NACC2,
33415721,60,0,c_1_60_0,3099,1051,54569.5443053701,7461.07122683461,2,BTG2,
33415722,60,0,c_1_60_0,3036,1085,54506.5426710035,7427.07137521485,2,CPAMD8,
33415723,60,0,c_1_60_0,3037,1088,54507.5416901238,7424.07134458265,1,CPAMD8,
33415724,60,0,c_1_60_0,3037,1088,54507.5416901238,7424.07134458265,0,CPAMD8,
33415725,60,0,c_1_60_0,3039,1088,54509.5436927261,7424.07134458265,7,SLC24A3,
33415726,60,0,c_1_60_0,3034,1091,54504.5446327628,7421.07131395045,0,CEL,
33415727,60,0,c_1_60_0,3040,1092,54510.5427118464,7420.07130373972,7,MPP2,
33415728,60,0,c_1_60_0,3038,1095,54508.5446736058,7417.07127310751,7,RPS15,
33415729,60,0,c_1_60_0,3035,1096,54505.5436518832,7416.07126289678,7,FAM98B,
33415730,60,0,c_1_60_0,3039,1097,54509.5436927261,7415.07125268605,0,ARFIP1,
33415731,60,0,c_1_60_0,3040,1097,54510.5427118464,7415.07125268605,5,POTEC,
33415732,60,0,c_1_60_0,3040,1098,54510.5427118464,7414.07124247531,0,PRSS1,
33415733,60,0,c_1_60_0,3037,1099,54507.5416901238,7413.07123226458,0,TXN,
33415734,60,0,c_1_60_0,3037,1099,54507.5416901238,7413.07123226458,1,RPS11,
33415735,60,0,c_1_60_0,3101,1015,54571.5423436108,7497.07109887584,6,PLA2G1B,
33415736,60,0,c_1_60_0,3101,1017,54571.5423436108,7495.07107845437,6,CTRC,
33415737,60,0,c_1_60_0,3101,1017,54571.5423436108,7495.07107845437,5,CTRC,
33415738,60,0,c_1_60_0,3103,1017,54573.5443462131,7495.07107845437,7,PRSS1,
33415739,60,0,c_1_60_0,3103,1017,54573.5443462131,7495.07107845437,7,FAM209B,
33415740,60,0,c_1_60_0,3102,1018,54572.5453270927,7494.07106824364,6,CPA1,
33415741,60,0,c_1_60_0,3104,1018,54574.5433653334,7494.07106824364,6,PRSS1,
33415742,60,0,c_1_60_0,3103,1019,54573.5443462131,7493.0710580329,5,CD247,
33415743,60,0,c_1_60_0,3103,1020,54573.5443462131,7492.07154336737,7,CELA3B,
33415744,60,0,c_1_60_0,3104,1020,54574.5433653334,7492.07154336737,6,CPB1,
33415745,60,0,c_1_60_0,3106,1020,54576.5453679357,7492.07154336737,7,SEPTIN12,
33415746,60,0,c_1_60_0,3100,1021,54570.5433244905,7491.07153315663,5,FURIN,
33415747,60,0,c_1_60_0,3100,1021,54570.5433244905,7491.07153315663,4,FURIN,
33415748,60,0,c_1_60_0,3101,1021,54571.5423436108,7491.07153315663,6,PRSS1,
33415749,60,0,c_1_60_0,3101,1021,54571.5423436108,7491.07153315663,7,CPA1,
33415750,60,0,c_1_60_0,3104,1021,54574.5433653334,7491.07153315663,6,CELA2A,
33415751,60,0,c_1_60_0,3100,1023,54570.5433244905,7489.07151273517,5,PLA2G1B,
33415752,60,0,c_1_60_0,3102,1023,54572.5453270927,7489.07151273517,7,CPB1,
33415753,60,0,c_1_60_0,3106,1023,54576.5453679357,7489.07151273517,7,AUP1,
33415754,60,0,c_1_60_0,3108,1023,54578.5434061763,7489.07151273517,3,PRSS1,
33415755,60,0,c_1_60_0,3109,1023,54579.5424252967,7489.07151273517,3,FAM209B,
33415756,60,0,c_1_60_0,3106,1024,54576.5453679357,7488.07150252443,4,PPP1R21,
33415757,60,0,c_1_60_0,3100,1025,54570.5433244905,7487.0714923137,7,SERF2,
33415758,60,0,c_1_60_0,3100,1025,54570.5433244905,7487.0714923137,6,CELA3A,
33415759,60,0,c_1_60_0,3102,1025,54572.5453270927,7487.0714923137,4,FURIN,
33415760,60,0,c_1_60_0,3103,1025,54573.5443462131,7487.0714923137,7,CPAMD8,
33415761,60,0,c_1_60_0,3107,1025,54577.544387056,7487.0714923137,7,PFN1,
33415762,60,0,c_1_60_0,3105,1026,54575.5423844537,7486.07148210296,6,CTRB2,
33415763,60,0,c_1_60_0,3105,1026,54575.5423844537,7486.07148210296,7,CTRB2,
33415764,60,0,c_1_60_0,3111,1026,54581.5444278989,7486.07148210296,3,FGL1,
33415765,60,0,c_1_60_0,3111,1026,54581.5444278989,7486.07148210296,7,CPB1,
33415766,60,0,c_1_60_0,3100,1027,54570.5433244905,7485.07147189223,5,CAV2,
33415767,60,0,c_1_60_0,3101,1027,54571.5423436108,7485.07147189223,7,CTRB2,
33415768,60,0,c_1_60_0,3108,1027,54578.5434061763,7485.07147189223,7,COL21A1,
33415769,60,0,c_1_60_0,3103,1028,54573.5443462131,7484.0714616815,6,CTRC,
33415770,60,0,c_1_60_0,3103,1028,54573.5443462131,7484.0714616815,7,CTRC,
33415771,60,0,c_1_60_0,3114,1028,54584.54148526,7484.0714616815,3,PRSS1,
33415772,60,0,c_1_60_0,3116,1028,54586.5434878622,7484.0714616815,6,CEL,
33415773,60,0,c_1_60_0,3116,1028,54586.5434878622,7484.0714616815,5,PNLIP,
33415774,60,0,c_1_60_0,3103,1029,54573.5443462131,7483.07145147076,4,PLA2G1B,
33415775,60,0,c_1_60_0,3105,1029,54575.5423844537,7483.07145147076,7,REG1B,
33415776,60,0,c_1_60_0,3108,1029,54578.5434061763,7483.07145147076,7,CPA1,
33415777,60,0,c_1_60_0,3109,1029,54579.5424252967,7483.07145147076,7,GABRB1,
33415778,60,0,c_1_60_0,3110,1029,54580.541444417,7483.07145147076,4,FAM209B,
33415779,60,0,c_1_60_0,3111,1029,54581.5444278989,7483.07145147076,7,SPINK1,
33415780,60,0,c_1_60_0,3102,1030,54572.5453270927,7482.07144126003,5,PLA2G1B,
33415781,60,0,c_1_60_0,3114,1030,54584.54148526,7482.07144126003,7,SMG8,
33415782,60,0,c_1_60_0,3115,1030,54585.5444687419,7482.07144126003,6,CELA3B,
33415783,60,0,c_1_60_0,3115,1030,54585.5444687419,7482.07144126003,7,CEL,
33415784,60,0,c_1_60_0,3108,1031,54578.5434061763,7481.07143104929,4,SALL4,
33415785,60,0,c_1_60_0,3108,1031,54578.5434061763,7481.07143104929,3,SALL4,
33415786,60,0,c_1_60_0,3115,1031,54585.5444687419,7481.07143104929,4,CPA1,
33415787,60,0,c_1_60_0,3117,1031,54587.5425069826,7481.07143104929,6,PRSS1,
33415788,60,0,c_1_60_0,3118,1031,54588.5415261029,7481.07143104929,5,PRSS1,
33415789,60,0,c_1_60_0,3108,1032,54578.5434061763,7480.07142083856,7,CCT3,
33415790,60,0,c_1_60_0,3114,1032,54584.54148526,7480.07142083856,6,AMY1C,
33415791,60,0,c_1_60_0,3122,1032,54592.5415669458,7480.07142083856,6,AMY1C,
33415792,60,0,c_1_60_0,3122,1032,54592.5415669458,7480.07142083856,7,AMY1C,
33415793,60,0,c_1_60_0,3123,1032,54593.5445504277,7480.07142083856,7,TMPRSS11E,
33415794,60,0,c_1_60_0,3125,1032,54595.5425886684,7480.07142083856,7,FRG1,
33415795,60,0,c_1_60_0,3159,1032,54629.5449180142,7480.07142083856,7,PRSS3,
33415796,60,0,c_1_60_0,3159,1032,54629.5449180142,7480.07142083856,6,PRSS3,
33415797,60,0,c_1_60_0,3104,1033,54574.5433653334,7479.07141062783,7,PLA2G1B,
33415798,60,0,c_1_60_0,3114,1033,54584.54148526,7479.07141062783,4,RPS19,
33415799,60,0,c_1_60_0,3124,1033,54594.5435695481,7479.07141062783,5,CPB1,
33415800,60,0,c_1_60_0,3161,1033,54631.5429562548,7479.07141062783,0,CPB1,
33415801,60,0,c_1_60_0,3108,1034,54578.5434061763,7478.07140041709,3,TMEM253,
33415802,60,0,c_1_60_0,3121,1034,54591.5425478255,7478.07140041709,7,CPAMD8,
33415803,60,0,c_1_60_0,3124,1034,54594.5435695481,7478.07140041709,6,CPB1,
33415804,60,0,c_1_60_0,3126,1034,54596.5416077888,7478.07140041709,7,RECQL5,
33415805,60,0,c_1_60_0,3159,1034,54629.5449180142,7478.07140041709,7,PRSS1,
33415806,60,0,c_1_60_0,3102,1035,54572.5453270927,7477.07139020636,6,PRSS1,
33415807,60,0,c_1_60_0,3103,1035,54573.5443462131,7477.07139020636,7,PRSS1,
33415808,60,0,c_1_60_0,3104,1035,54574.5433653334,7477.07139020636,4,CLPS,
33415809,60,0,c_1_60_0,3104,1035,54574.5433653334,7477.07139020636,4,SCYGR10,
33415810,60,0,c_1_60_0,3108,1035,54578.5434061763,7477.07139020636,4,TMEM253,
33415811,60,0,c_1_60_0,3111,1035,54581.5444278989,7477.07139020636,3,CPAMD8,
33415812,60,0,c_1_60_0,3114,1035,54584.54148526,7477.07139020636,6,DGCR8,
33415813,60,0,c_1_60_0,3115,1035,54585.5444687419,7477.07139020636,7,CPA2,
33415814,60,0,c_1_60_0,3129,1035,54599.5426295114,7477.07139020636,6,CPA1,
33415815,60,0,c_1_60_0,3133,1035,54603.5426703543,7477.07139020636,7,PNLIP,
33415816,60,0,c_1_60_0,3133,1035,54603.5426703543,7477.07139020636,0,CPB1,
33415817,60,0,c_1_60_0,3137,1035,54607.5427111972,7477.07139020636,0,CELA3B,
33415818,60,0,c_1_60_0,3153,1035,54623.542874569,7477.07139020636,7,CPA1,
33415819,60,0,c_1_60_0,3156,1035,54626.5438962916,7477.07139020636,7,CPA1,
33415820,60,0,c_1_60_0,3159,1035,54629.5449180142,7477.07139020636,5,CPA1,
33415821,60,0,c_1_60_0,3165,1035,54635.5429970978,7477.07139020636,4,FAM209B,
33415822,60,0,c_1_60_0,3103,1036,54573.5443462131,7476.07137999562,3,PRSS1,
33415823,60,0,c_1_60_0,3110,1036,54580.541444417,7476.07137999562,5,ETDB,
33415824,60,0,c_1_60_0,3110,1036,54580.541444417,7476.07137999562,4,ETDB,
33415825,60,0,c_1_60_0,3111,1036,54581.5444278989,7476.07137999562,7,CPA1,
33415826,60,0,c_1_60_0,3112,1036,54582.5434470193,7476.07137999562,5,RPS7,
33415827,60,0,c_1_60_0,3113,1036,54583.5424661396,7476.07137999562,3,CPA1,
33415828,60,0,c_1_60_0,3115,1036,54585.5444687419,7476.07137999562,4,REG1A,
33415829,60,0,c_1_60_0,3118,1036,54588.5415261029,7476.07137999562,5,PNLIP,
33415830,60,0,c_1_60_0,3118,1036,54588.5415261029,7476.07137999562,4,PNLIP,
33415831,60,0,c_1_60_0,3130,1036,54600.5416486317,7476.07137999562,7,COMMD6,
33415832,60,0,c_1_60_0,3130,1036,54600.5416486317,7476.07137999562,6,COMMD6,
33415833,60,0,c_1_60_0,3145,1036,54615.5427928831,7476.07137999562,1,PNLIP,
33415834,60,0,c_1_60_0,3151,1036,54621.5448363283,7476.07137999562,0,REG1A,
33415835,60,0,c_1_60_0,3157,1036,54627.5429154119,7476.07137999562,4,PNLIP,
33415836,60,0,c_1_60_0,3164,1036,54634.5439779775,7476.07137999562,5,PRSS1,
33415837,60,0,c_1_60_0,3165,1036,54635.5429970978,7476.07137999562,4,PRSS1,
33415838,60,0,c_1_60_0,3101,1037,54571.5423436108,7475.07136978489,6,CLPS,
33415839,60,0,c_1_60_0,3101,1037,54571.5423436108,7475.07136978489,7,CLPS,
33415840,60,0,c_1_60_0,3101,1037,54571.5423436108,7475.07136978489,3,CTRC,
33415841,60,0,c_1_60_0,3101,1037,54571.5423436108,7475.07136978489,4,CTRC,
33415842,60,0,c_1_60_0,3105,1037,54575.5423844537,7475.07136978489,7,PNLIP,
33415843,60,0,c_1_60_0,3107,1037,54577.544387056,7475.07136978489,5,REG1B,
33415844,60,0,c_1_60_0,3107,1037,54577.544387056,7475.07136978489,4,REG1B,
33415845,60,0,c_1_60_0,3111,1037,54581.5444278989,7475.07136978489,4,RPS7,
33415846,60,0,c_1_60_0,3111,1037,54581.5444278989,7475.07136978489,4,CPB1,
33415847,60,0,c_1_60_0,3120,1037,54590.5435287052,7475.07136978489,5,CELA3B,
33415848,60,0,c_1_60_0,3162,1037,54632.5419753752,7475.07136978489,7,CELA3A,
33415849,60,0,c_1_60_0,3163,1037,54633.5449588571,7475.07136978489,4,CPA1,
33415850,60,0,c_1_60_0,3172,1037,54642.5440596633,7475.07136978489,1,CPB1,
33415851,60,0,c_1_60_0,3101,1038,54571.5423436108,7474.07135957416,2,ALKBH8,
33415852,60,0,c_1_60_0,3107,1038,54577.544387056,7474.07135957416,7,CPB1,
33415853,60,0,c_1_60_0,3111,1038,54581.5444278989,7474.07135957416,4,CPAMD8,
33415854,60,0,c_1_60_0,3115,1038,54585.5444687419,7474.07135957416,3,GP2,
33415855,60,0,c_1_60_0,3117,1038,54587.5425069826,7474.07135957416,4,PNLIP,
33415856,60,0,c_1_60_0,3119,1038,54589.5445095848,7474.07135957416,7,CEL,
33415857,60,0,c_1_60_0,3120,1038,54590.5435287052,7474.07135957416,6,PNLIP,
33415858,60,0,c_1_60_0,3132,1038,54602.543651234,7474.07135957416,6,TMEM51,
33415859,60,0,c_1_60_0,3132,1038,54602.543651234,7474.07135957416,7,TMEM51,
33415860,60,0,c_1_60_0,3169,1038,54639.5430379407,7474.07135957416,2,CPA1,
33415861,60,0,c_1_60_0,3173,1038,54643.5430787837,7474.07135957416,2,ZNF581,
33415862,60,0,c_1_60_0,3173,1038,54643.5430787837,7474.07135957416,4,CELA3B,
33415863,60,0,c_1_60_0,3102,1039,54572.5453270927,7473.07134936342,1,ALKBH8,
33415864,60,0,c_1_60_0,3107,1039,54577.544387056,7473.07134936342,2,CDH2,
33415865,60,0,c_1_60_0,3108,1039,54578.5434061763,7473.07134936342,3,PRSS3,
33415866,60,0,c_1_60_0,3108,1039,54578.5434061763,7473.07134936342,3,CDH2,
33415867,60,0,c_1_60_0,3108,1039,54578.5434061763,7473.07134936342,6,CPA1,
33415868,60,0,c_1_60_0,3111,1039,54581.5444278989,7473.07134936342,3,SYCN,
33415869,60,0,c_1_60_0,3128,1039,54598.543610391,7473.07134936342,6,CPA1,
33415870,60,0,c_1_60_0,3134,1039,54604.5416894746,7473.07134936342,6,FHL3,
33415871,60,0,c_1_60_0,3137,1039,54607.5427111972,7473.07134936342,6,CPA1,
33415872,60,0,c_1_60_0,3137,1039,54607.5427111972,7473.07134936342,7,CPA1,
33415873,60,0,c_1_60_0,3158,1039,54628.5419345323,7473.07134936342,5,CPA1,
33415874,60,0,c_1_60_0,3159,1039,54629.5449180142,7473.07134936342,7,PRSS3,
33415875,60,0,c_1_60_0,3162,1039,54632.5419753752,7473.07134936342,4,KYAT3,
33415876,60,0,c_1_60_0,3165,1039,54635.5429970978,7473.07134936342,3,CPA1,
33415877,60,0,c_1_60_0,3165,1039,54635.5429970978,7473.07134936342,7,CELA3B,
33415878,60,0,c_1_60_0,3166,1039,54636.5420162181,7473.07134936342,1,AMY1C,
33415879,60,0,c_1_60_0,3169,1039,54639.5430379407,7473.07134936342,2,CPA1,
33415880,60,0,c_1_60_0,3170,1039,54640.5420570611,7473.07134936342,3,PRSS1,
33415881,60,0,c_1_60_0,3174,1039,54644.542097904,7473.07134936342,0,CPB1,
33415882,60,0,c_1_60_0,3179,1039,54649.5451222289,7473.07134936342,2,ACKR1,
33415883,60,0,c_1_60_0,3106,1040,54576.5453679357,7472.07133915269,4,CPB1,
33415884,60,0,c_1_60_0,3119,1040,54589.5445095848,7472.07133915269,7,CCDC9,
33415885,60,0,c_1_60_0,3119,1040,54589.5445095848,7472.07133915269,7,NAGK,
33415886,60,0,c_1_60_0,3120,1040,54590.5435287052,7472.07133915269,5,DUX1,
33415887,60,0,c_1_60_0,3121,1040,54591.5425478255,7472.07133915269,7,PRSS3,
33415888,60,0,c_1_60_0,3124,1040,54594.5435695481,7472.07133915269,7,CELA3B,
33415889,60,0,c_1_60_0,3127,1040,54597.5445912707,7472.07133915269,4,REG1A,
33415890,60,0,c_1_60_0,3127,1040,54597.5445912707,7472.07133915269,5,REG1A,
33415891,60,0,c_1_60_0,3131,1040,54601.5446321136,7472.07133915269,7,CPA1,
33415892,60,0,c_1_60_0,3151,1040,54621.5448363283,7472.07133915269,7,CPB1,
33415893,60,0,c_1_60_0,3158,1040,54628.5419345323,7472.07133915269,7,CELA2A,
33415894,60,0,c_1_60_0,3162,1040,54632.5419753752,7472.07133915269,4,PRSS1,
33415895,60,0,c_1_60_0,3167,1040,54637.5449997,7472.07133915269,7,PLA2G1B,
33415896,60,0,c_1_60_0,3169,1040,54639.5430379407,7472.07133915269,5,CPA1,
33415897,60,0,c_1_60_0,3173,1040,54643.5430787837,7472.07133915269,0,CPB1,
33415898,60,0,c_1_60_0,3176,1040,54646.5441005063,7472.07133915269,7,PRSS1,
33415899,60,0,c_1_60_0,3111,1041,54581.5444278989,7471.07132894195,4,CPA1,
33415900,60,0,c_1_60_0,3113,1041,54583.5424661396,7471.07132894195,4,AMPD1,
33415901,60,0,c_1_60_0,3114,1041,54584.54148526,7471.07132894195,4,CPB1,
33415902,60,0,c_1_60_0,3116,1041,54586.5434878622,7471.07132894195,3,CPA2,
33415903,60,0,c_1_60_0,3120,1041,54590.5435287052,7471.07132894195,3,PNLIP,
33415904,60,0,c_1_60_0,3154,1041,54624.5418936893,7471.07132894195,7,MED14,
33415905,60,0,c_1_60_0,3160,1041,54630.5439371345,7471.07132894195,3,EPB41,
33415906,60,0,c_1_60_0,3163,1041,54633.5449588571,7471.07132894195,4,CPA1,
33415907,60,0,c_1_60_0,3174,1041,54644.542097904,7471.07132894195,3,VIM,
33415908,60,0,c_1_60_0,3177,1041,54647.5431196266,7471.07132894195,4,AQP8,
33415909,60,0,c_1_60_0,3177,1041,54647.5431196266,7471.07132894195,5,AQP8,
33415910,60,0,c_1_60_0,3179,1041,54649.5451222289,7471.07132894195,7,DHRS7,
33415911,60,0,c_1_60_0,3106,1042,54576.5453679357,7470.07131873122,4,PRSS1,
33415912,60,0,c_1_60_0,3107,1042,54577.544387056,7470.07131873122,7,SPINK1,
33415913,60,0,c_1_60_0,3121,1042,54591.5425478255,7470.07131873122,3,CPA1,
33415914,60,0,c_1_60_0,3123,1042,54593.5445504277,7470.07131873122,2,CPA2,
33415915,60,0,c_1_60_0,3124,1042,54594.5435695481,7470.07131873122,3,CPA2,
33415916,60,0,c_1_60_0,3158,1042,54628.5419345323,7470.07131873122,7,PRSS1,
33415917,60,0,c_1_60_0,3162,1042,54632.5419753752,7470.07131873122,1,AMY1C,
33415918,60,0,c_1_60_0,3170,1042,54640.5420570611,7470.07131873122,7,CPA2,
33415919,60,0,c_1_60_0,3170,1042,54640.5420570611,7470.07131873122,5,CPB1,
33415920,60,0,c_1_60_0,3171,1042,54641.545040543,7470.07131873122,1,CTRB1,
33415921,60,0,c_1_60_0,3174,1042,54644.542097904,7470.07131873122,4,PRSS1,
33415922,60,0,c_1_60_0,3174,1042,54644.542097904,7470.07131873122,3,VIM,
33415923,60,0,c_1_60_0,3178,1042,54648.5421387469,7470.07131873122,7,CPB1,
33415924,60,0,c_1_60_0,3103,1043,54573.5443462131,7469.07130852049,2,CPAMD8,
33415925,60,0,c_1_60_0,3109,1043,54579.5424252967,7469.07130852049,6,PLPBP,
33415926,60,0,c_1_60_0,3119,1043,54589.5445095848,7469.07130852049,4,GP2,
33415927,60,0,c_1_60_0,3122,1043,54592.5415669458,7469.07130852049,4,PIK3R5,
